"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
6061,4896,"Greensboro","Guilford","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Cloudy","No",17,"16-19","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","White","Male",34,"30-39","No",NA,"21-25 mph","O: No Injury","Black","Female","Passenger Car","No","04JUN2009","Thursday","Bicyclist Failed to Yield - Signalized Intersection",15,"Intersection","June","C: Possible Injury",56820,"Bicyclist Ride Through - Signalized Intersection",2009,"Yes","No","Daylight","Straight - Level","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,NA,2,0,NA,0,NA
6062,4902,"Chapel Hill","Orange","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",8,"6-10","No",NA,NA,"B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female",32,"30-39","No",NA,"0-5 mph","O: No Injury","White","Male","Van","No","12JUN2009","Friday","Motorist Failed to Yield - Midblock",14,"Non-Intersection","June","B: Evident Injury",52920,"Motorist Drive Out - Residential Driveway",2009,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6063,4907,"Davidson","Mecklenburg","Piedmont","Commercial","Rural (<30% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Clear","No",20,"20-24","No",NA,"Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female",50,"50-59","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","09JUN2009","Tuesday","Motorist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","June","B: Evident Injury",61920,"Motorist Drive Out - Sign-Controlled Intersection",2009,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6064,4911,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",7,"6-10","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","Black","Male",22,"20-24","No",NA,"26-30 mph","O: No Injury","Black","Male","Passenger Car","No","23JUN2009","Tuesday","Bicyclist Failed to Yield - Sign-Controlled Intersection",14,"Intersection","June","C: Possible Injury",50640,"Bicyclist Ride Out - Sign-Controlled Intersection",2009,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6065,4912,"None - Rural Crash","Dare","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",29,"25-29","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",22,"20-24","No",NA,"31-35 mph","O: No Injury","White","Male","Pickup","No","04JUN2009","Thursday","Motorist Overtaking Bicyclist",17,"Non-Intersection","June","B: Evident Injury",64500,"Motorist Overtaking - Other / Unknown",2009,"Yes","No","Daylight","Curve - Grade","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6066,4915,"None - Rural Crash","Wake","Piedmont","Residential","Mixed (30% To 70% Developed)",NA,"Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",33,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",18,"0-19","No",NA,"41-45 mph","O: No Injury","White","Female","Passenger Car","No","21JUN2009","Sunday","Bicyclist Left Turn / Merge",8,"Intersection","June","C: Possible Injury",29940,"Bicyclist Left Turn - Same Direction",2009,"No","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Y-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6067,2065,"None - Rural Crash","Dare","Coastal","Residential","Mixed (30% To 70% Developed)",NA,"Rural","20 - 25  MPH","Double Yellow Line, No Passing Zone","Cloudy","No",13,"11-15","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","Black","Male",44,"40-49","No",NA,"21-25 mph","O: No Injury","Black","Female","Van","No","28MAY2012","Monday","Bicyclist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","May","A: Disabling Injury",47520,"Bicyclist Ride Through - Sign-Controlled Intersection",2012,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6068,2070,"Wilmington","New Hanover","Coastal","Commercial","Mixed (30% To 70% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Cloudy","No",20,"20-24","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",50,"50-59","No",NA,"0-5 mph","O: No Injury","White","Male","Passenger Car","No","16MAY2012","Wednesday","Motorist Failed to Yield - Sign-Controlled Intersection",12,"Intersection","May","B: Evident Injury",45660,"Motorist Drive Out - Sign-Controlled Intersection",2012,"Yes","No","Daylight","Straight - Level","Local Street","Wet","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"6 lanes",2,0,NA,0,NA
6069,2079,"None - Rural Crash","Greene","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",50,"50-59","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,"Van","No","02JUN2012","Saturday","Motorist Overtaking Bicyclist",13,"Non-Intersection","June","C: Possible Injury",49560,"Motorist Overtaking - Misjudged Space",2012,"Yes","Yes","Daylight","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6070,2061,"Wilson","Wilson","Coastal","Residential","Mixed (30% To 70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Cloudy","No",54,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","Black","Male",18,"0-19","No",NA,"31-35 mph","O: No Injury","White","Female","Passenger Car","No","07MAY2012","Monday","Motorist Failed to Yield - Sign-Controlled Intersection",23,"Intersection","May","B: Evident Injury",83640,"Motorist Drive Out - Sign-Controlled Intersection",2012,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6071,2095,"Winston-Salem","Forsyth","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",25,"25-29","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,NA,"No",NA,"6-10 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","02JUN2012","Saturday","Motorist Overtaking Bicyclist",23,"Non-Intersection","June","C: Possible Injury",83100,"Motorist Overtaking - Other / Unknown",2012,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6072,2089,"None - Rural Crash","Guilford","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural",NA,"Double Yellow Line, No Passing Zone","Clear","No",43,"40-49","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",41,"40-49","No",NA,NA,"O: No Injury","White","Female","Passenger Car","No","03JUN2012","Sunday","Motorist Overtaking Bicyclist",18,"Non-Intersection","June","B: Evident Injury",66360,"Motorist Overtaking - Other / Unknown",2012,"Yes","No","Daylight","Curve - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6073,2084,"None - Rural Crash","Alamance","Piedmont","Residential","Urban (>70% Developed)",NA,"Rural","30 - 35  MPH","Double Yellow Line, No Passing Zone","Cloudy","No",21,"20-24","No",NA,"With Traffic","O: No Injury","Travel Lane","Unknown/Missing",NA,NA,"70+","No",NA,"0-5 mph","O: No Injury","White","Male","Other Bus","No","14MAY2012","Monday","Crossing Paths - Other Circumstances",7,"Intersection-Related","May","O: No Injury",27840,"Crossing Paths - Uncontrolled Intersection",2012,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6074,2062,"Wilson","Wilson","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","Stop And Go Signal","Clear","No",58,"50-59","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,"70+","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","02MAY2012","Wednesday","Crossing Paths - Other Circumstances",14,"Intersection","May","C: Possible Injury",53880,"Signalized Intersection - Other / Unknown",2012,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
6075,2088,"Raleigh","Wake","Piedmont","Industrial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","Yes",29,"25-29","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",39,"30-39","Missing",NA,"0-5 mph","O: No Injury","White","Male","Police","No","30MAY2012","Wednesday","Bicyclist Overtaking Motorist",15,"Non-Intersection","May","C: Possible Injury",57060,"Bicyclist Overtaking - Extended Door",2012,"Yes","No","Daylight","Straight - Level","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6076,2711,"Greensboro","Guilford","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Clear","No",40,"40-49","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",44,"40-49","No",NA,"0-5 mph","O: No Injury","White","Male","Passenger Car","No","14DEC2012","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",17,"Intersection","December","C: Possible Injury",64200,"Motorist Drive Out - Sign-Controlled Intersection",2012,"Yes","No","Dark - Lighted Roadway","Straight - Bottom","Local Street","Dry","One-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6077,2689,"None - Rural Crash","Durham","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",36,"30-39","No",NA,"With Traffic","C: Possible Injury","Bike Lane / Paved Shoulder","White","Male",NA,"70+","No",NA,"41-45 mph","O: No Injury","White","Male","Pickup","No","02DEC2012","Sunday","Loss of Control / Turning Error",16,"Non-Intersection","December","C: Possible Injury",58920,"Motorist Lost Control - Oversteering, Improper Braking, Speed",2012,"Yes","No","Daylight","Straight - Grade","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6078,2688,"Chapel Hill","Orange","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Double Yellow Line, No Passing Zone","Rain","No",54,"50-59","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",31,"30-39","No",NA,"0-5 mph","O: No Injury","White","Female","Passenger Car","No","27NOV2012","Tuesday","Bicyclist Overtaking Motorist",17,"Intersection-Related","November","C: Possible Injury",62700,"Bicyclist Overtaking - Extended Door",2012,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6079,2713,"Weddington","Union","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Urban","40 - 45  MPH","Yield Sign","Clear","No",56,"50-59","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","White","Female",32,"30-39","No",NA,"6-10 mph","O: No Injury","Black","Female","Passenger Car","No","15DEC2012","Saturday","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","December","A: Disabling Injury",60540,"Motorist Drive Out - Sign-Controlled Intersection",2012,"Yes","No","Daylight","Curve - Level","State Secondary Route","Dry","One-Way, Not Divided","None","Traffic Circle/Roundabout","Smooth Asphalt",0,0,0,0,0,0,0,"1 lane",2,0,NA,0,NA
6080,2721,"Winston-Salem","Forsyth","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Cloudy","No",24,"20-24","Yes",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,"6-10 mph","Unknown Injury","Unknown/Missing",NA,"Passenger Car","Yes","25NOV2012","Sunday","Bicyclist Overtaking Motorist",1,"Non-Intersection","November","B: Evident Injury",6180,"Bicyclist Overtaking - Parked Vehicle",2012,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6081,2703,"Indian Trail","Union","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",19,"16-19","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",38,"30-39","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","11DEC2012","Tuesday","Bicyclist Failed to Yield - Signalized Intersection",15,"Intersection","December","C: Possible Injury",56400,"Bicyclist Ride Through - Signalized Intersection",2012,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6082,2714,"Marvin","Union","Piedmont","Farms, Woods, Pastures","Mixed (30% To 70% Developed)",NA,"Rural","30 - 35  MPH","Double Yellow Line, No Passing Zone","Clear","No",27,"25-29","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",17,"0-19","No",NA,"31-35 mph","O: No Injury","White","Male","Sport Utility","No","15DEC2012","Saturday","Bicyclist Left Turn / Merge",14,"Intersection","December","C: Possible Injury",53760,"Bicyclist Left Turn - Same Direction",2012,"Yes","No","Daylight","Straight - Bottom","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",3,0,NA,0,NA
6083,2693,"Greenville","Pitt","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",56,"50-59","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Black","Male",21,"20-24","No",NA,"41-45 mph","O: No Injury","White","Female","Passenger Car","No","04DEC2012","Tuesday","Bicyclist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","December","C: Possible Injury",49560,"Bicyclist Ride Out - Sign-Controlled Intersection",2012,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"7 lanes",2,0,NA,0,NA
6084,2704,"None - Rural Crash","Columbus","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Rain","No",16,"16-19","No",NA,"With Traffic","O: No Injury","Travel Lane","White","Male",45,"40-49","No",NA,"41-45 mph","O: No Injury","Black","Male","Passenger Car","No","11DEC2012","Tuesday","Motorist Overtaking Bicyclist",17,"Intersection","December","O: No Injury",63480,"Motorist Overtaking - Other / Unknown",2012,"No","No","Dark - Roadway Not Lighted","Curve - Level","US Route","Wet","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6085,2691,"Mount Airy","Surry","Mountains","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",26,"25-29","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","Black","Male",20,"20-24","No",NA,"6-10 mph","O: No Injury","White","Female","Passenger Car","No","23NOV2012","Friday","Crossing Paths - Other Circumstances",16,"Intersection","November","C: Possible Injury",60900,"Signalized Intersection - Other / Unknown",2012,"Yes","No","Dusk","Straight - Grade","US Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6086,2798,"Fayetteville","Cumberland","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","Stop Sign","Rain","No",37,"30-39","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,NA,"Missing",NA,"0-5 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","04FEB2011","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",18,"Intersection","February","C: Possible Injury",66720,"Motorist Drive Out - Sign-Controlled Intersection",2011,"Yes","Yes","Dark - Roadway Not Lighted","Straight - Level","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6087,2835,"Greensboro","Guilford","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop And Go Signal","Cloudy","No",18,"16-19","Yes",NA,"Not Applicable","C: Possible Injury","Travel Lane","White","Male",53,"50-59","No",NA,"16-20 mph","O: No Injury","White","Male","Sport Utility","Yes","24FEB2011","Thursday","Bicyclist Failed to Yield - Midblock",18,"Non-Intersection","February","C: Possible Injury",66540,"Bicyclist Ride Out - Other Midblock",2011,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","Related To Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"6 lanes",2,0,NA,0,NA
6088,2812,"Charlotte","Mecklenburg","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",48,"40-49","Yes",NA,"Not Applicable","C: Possible Injury","Non-Roadway","White","Male",20,"20-24","No",NA,"21-25 mph","O: No Injury","Black","Female","Passenger Car","Yes","14FEB2011","Monday","Loss of Control / Turning Error",18,"Non-Intersection","February","C: Possible Injury",66900,"Bicylist Lost Control - Alcohol / Drug Impairment",2011,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
6089,2830,"None - Rural Crash","Brunswick","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",40,"40-49","No",NA,"With Traffic","K: Killed","Travel Lane","White","Male",53,"50-59","No",NA,"51-55 mph","O: No Injury","White","Male","Passenger Car","No","03MAR2011","Thursday","Motorist Overtaking Bicyclist",18,"Non-Intersection","March","K: Killed",68040,"Motorist Overtaking - Other / Unknown",2011,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","US Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"4 lanes",4,0,NA,0,NA
6090,2821,"Laurinburg","Scotland","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Stop Sign","Clear","No",14,"11-15","No",NA,"Facing Traffic","C: Possible Injury","Travel Lane","Black","Male",63,"60-69","No",NA,"0-5 mph","O: No Injury","Black","Female","Passenger Car","No","13FEB2011","Sunday","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","February","C: Possible Injury",58260,"Motorist Drive Out - Sign-Controlled Intersection",2011,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6091,2823,"Durham","Durham","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban",NA,"No Control Present","Clear","No",15,"11-15","No",NA,"Not Applicable","C: Possible Injury","Travel Lane","Black","Male",NA,NA,"No",NA,NA,"Unknown Injury","Unknown/Missing",NA,"Van","No","02FEB2011","Wednesday","Crossing Paths - Other Circumstances",23,"Intersection-Related","February","C: Possible Injury",84060,"Crossing Paths - Intersection - Other / Unknown",2011,"No","Yes","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6092,2804,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",26,"25-29","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",21,"20-24","No",NA,"11-15 mph","O: No Injury","White","Male","Passenger Car","No","15FEB2011","Tuesday","Motorist Left Turn / Merge",9,"Intersection","February","B: Evident Injury",34200,"Motorist Left Turn - Opposite Direction",2011,"Yes","No","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6093,2827,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",52,"50-59","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",38,"30-39","No",NA,"11-15 mph","O: No Injury","White","Female","Passenger Car","No","22FEB2011","Tuesday","Motorist Left Turn / Merge",7,"Intersection","February","B: Evident Injury",26520,"Motorist Left Turn - Opposite Direction",2011,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6094,2808,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",29,"25-29","No",NA,"Facing Traffic","B: Evident Injury","Travel Lane","White","Male",24,"20-24","Yes",NA,"11-15 mph","O: No Injury","White","Male","Passenger Car","Yes","24JAN2011","Monday","Head-On",2,"Intersection-Related","January","B: Evident Injury",9300,"Head-On - Motorist",2011,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"3 lanes",2,0,NA,0,NA
6095,2853,"None - Rural Crash","Gates","Coastal","Residential","Mixed (30% To 70% Developed)",NA,"Rural","50 - 55  MPH","Stop Sign","Clear","No",48,"40-49","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","White","Male",22,"20-24","No",NA,"51-55 mph","B: Evident Injury","Black","Female","Passenger Car","No","09MAR2011","Wednesday","Bicyclist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","March","A: Disabling Injury",58800,"Bicyclist Ride Through - Sign-Controlled Intersection",2011,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6096,2878,"None - Rural Crash","Catawba","Piedmont","Residential","Mixed (30% To 70% Developed)",NA,"Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No",15,"11-15","No",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,"36-40 mph","Unknown Injury","Unknown/Missing",NA,"Van","No","21MAR2011","Monday","Bicyclist Left Turn / Merge",13,"Intersection","March","C: Possible Injury",48780,"Bicyclist Left Turn - Same Direction",2011,"Yes","Yes","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6097,2864,"Wrightsville Beach","New Hanover","Coastal","Residential","Urban (>70% Developed)",NA,"Rural","20 - 25  MPH","No Control Present","Clear","No",52,"50-59","No",NA,"With Traffic","A: Disabling Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,"Passenger Car","No","12FEB2011","Saturday","Crossing Paths - Other Circumstances",12,"Non-Intersection","February","A: Disabling Injury",44760,"Crossing Paths - Midblock - Other / Unknown",2011,"Yes","No","Daylight","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6098,2880,"Carrboro","Orange","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","Double Yellow Line, No Passing Zone","Clear","No",31,"30-39","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",NA,NA,"Missing",NA,NA,"Unknown Injury","Unknown/Missing",NA,"Commercial Bus","No","15MAR2011","Tuesday","Bicyclist Overtaking Motorist",12,"Non-Intersection","March","B: Evident Injury",44880,"Bicyclist Overtaking - Parked Vehicle",2011,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6099,2845,"None - Rural Crash","Transylvania","Mountains","Farms, Woods, Pastures","Rural (<30% Developed)",NA,"Rural","20 - 25  MPH","Stop Sign","Clear","No",12,"11-15","No",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Female",NA,"70+","No",NA,"21-25 mph","O: No Injury","White","Female","Passenger Car","No","13MAR2011","Sunday","Bicyclist Failed to Yield - Sign-Controlled Intersection",13,"Intersection","March","B: Evident Injury",47940,"Bicyclist Ride Through - Sign-Controlled Intersection",2011,"No","No","Daylight","Curve - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
6100,2888,"Cary","Wake","Piedmont","Commercial","Urban (>70% Developed)",NA,"Urban","30 - 35  MPH","No Control Present","Clear","No",20,"20-24","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",49,"40-49","No",NA,"6-10 mph","O: No Injury","White","Female","Passenger Car","No","04APR2011","Monday","Motorist Failed to Yield - Midblock",15,"Non-Intersection","April","C: Possible Injury",54840,"Motorist Drive Out - Commercial Driveway / Alley",2011,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,0,0,"4 lanes",2,0,NA,0,NA
